CPT,"ENDING	",ZONEID,MW
12/1/01,4:15:00,"	28","	15121"
12/1/01,4:30:00,"	24","	1953"
12/1/01,4:30:00,"	26","	6617"
12/1/01,4:30:00,"	28","	15175"
12/1/01,4:45:00,"	24","	1979"
12/1/01,4:45:00,"	26","	6633"
12/1/01,4:45:00,"	28","	15250"
12/1/01,5:00:00,"	24","	2007"
12/1/01,5:00:00,"	26","	6660"
12/1/01,5:00:00,"	28","	15353"
12/1/01,5:15:00,"	24","	2091"
12/1/01,5:15:00,"	26","	6654"
12/1/01,5:15:00,"	28","	15672"
12/1/01,5:30:00,"	24","	2111"
12/1/01,5:30:00,"	26","	6682"
12/1/01,5:30:00,"	28","	15780"
12/1/01,5:45:00,"	24","	2101"
12/1/01,5:45:00,"	26","	6660"
12/1/01,5:45:00,"	28","	15912"
12/1/01,6:00:00,"	24","	2070"
12/1/01,6:00:00,"	26","	6584"
12/1/01,6:00:00,"	28","	16036"
12/1/01,6:15:00,"	24","	1897"
12/1/01,6:15:00,"	26","	7787"
12/1/01,6:15:00,"	28","	15671"
12/1/01,6:30:00,"	24","	1868"
12/1/01,6:30:00,"	26","	7746"
12/1/01,6:30:00,"	28","	15700"
12/1/01,6:45:00,"	24","	1867"
12/1/01,6:45:00,"	26","	7759"
12/1/01,6:45:00,"	28","	15745"
12/1/01,7:00:00,"	24","	1892"
12/1/01,7:00:00,"	26","	7816"
12/1/01,7:00:00,"	28","	15811"
12/1/01,7:15:00,"	24","	1946"
12/1/01,7:15:00,"	26","	8088"
12/1/01,7:15:00,"	28","	16540"
12/1/01,7:30:00,"	24","	1986"
12/1/01,7:30:00,"	26","	8171"
12/1/01,7:30:00,"	28","	16614"
12/1/01,7:45:00,"	24","	2032"
12/1/01,7:45:00,"	26","	8226"
12/1/01,7:45:00,"	28","	16716"
12/1/01,8:00:00,"	24","	2085"
12/1/01,8:00:00,"	26","	8257"
12/1/01,8:00:00,"	28","	16840"
12/1/01,8:15:00,"	24","	2151"
12/1/01,8:15:00,"	26","	8214"
12/1/01,8:15:00,"	28","	17282"
12/1/01,8:30:00,"	24","	2207"
12/1/01,8:30:00,"	26","	8297"
12/1/01,8:30:00,"	28","	17384"
12/1/01,8:45:00,"	24","	2252"
12/1/01,8:45:00,"	26","	8349"
12/1/01,8:45:00,"	28","	17463"
12/1/01,9:00:00,"	24","	2297"
12/1/01,9:00:00,"	26","	8369"
12/1/01,9:00:00,"	28","	17531"
12/1/01,9:15:00,"	24","	2368"
12/1/01,9:15:00,"	26","	8221"
12/1/01,9:15:00,"	28","	17666"
12/1/01,9:30:00,"	24","	2406"
12/1/01,9:30:00,"	26","	8227"
12/1/01,9:30:00,"	28","	17739"
12/1/01,9:45:00,"	24","	2408"
12/1/01,9:45:00,"	26","	8239"
12/1/01,9:45:00,"	28","	17822"
12/1/01,10:00:00,"	24","	2390"
12/1/01,10:00:00,"	26","	8245"
12/1/01,10:00:00,"	28","	17908"
12/1/01,10:15:00,"	24","	2347"
12/1/01,10:15:00,"	26","	8289"
12/1/01,10:15:00,"	28","	18122"
12/1/01,10:30:00,"	24","	2317"
12/1/01,10:30:00,"	26","	8349"
12/1/01,10:30:00,"	28","	18181"
12/1/01,10:45:00,"	24","	2275"
12/1/01,10:45:00,"	26","	8350"
12/1/01,10:45:00,"	28","	18206"
12/1/01,11:00:00,"	24","	2216"
12/1/01,11:00:00,"	26","	8354"
12/1/01,11:00:00,"	28","	18207"
12/1/01,11:15:00,"	24","	2099"
12/1/01,11:15:00,"	26","	8439"
12/1/01,11:15:00,"	28","	17665"
12/1/01,11:30:00,"	24","	2039"
12/1/01,11:30:00,"	26","	8441"
12/1/01,11:30:00,"	28","	17697"
12/1/01,11:45:00,"	24","	1992"
12/1/01,11:45:00,"	26","	8428"
12/1/01,11:45:00,"	28","	17711"
12/1/01,12:00:00,"	24","	1962"
12/1/01,12:00:00,"	26","	8402"
12/1/01,12:00:00,"	28","	17714"
12/1/01,12:15:00,"	24","	1827"
12/1/01,12:15:00,"	26","	8095"
12/1/01,12:15:00,"	28","	17156"
12/1/01,12:30:00,"	24","	1793"
12/1/01,12:30:00,"	26","	8113"
12/1/01,12:30:00,"	28","	17142"
12/1/01,12:45:00,"	24","	1752"
12/1/01,12:45:00,"	26","	8109"
12/1/01,12:45:00,"	28","	17142"
12/1/01,13:00:00,"	24","	1707"
12/1/01,13:00:00,"	26","	8090"
12/1/01,13:00:00,"	28","	17147"
12/1/01,13:15:00,"	24","	1624"
12/1/01,13:15:00,"	26","	7910"
12/1/01,13:15:00,"	28","	16558"
12/1/01,13:30:00,"	24","	1581"
12/1/01,13:30:00,"	26","	7888"
12/1/01,13:30:00,"	28","	16522"
12/1/01,13:45:00,"	24","	1557"
12/1/01,13:45:00,"	26","	7898"
12/1/01,13:45:00,"	28","	16496"
12/1/01,14:00:00,"	24","	1549"
12/1/01,14:00:00,"	26","	7933"
12/1/01,14:00:00,"	28","	16478"
12/1/01,14:15:00,"	24","	1575"
12/1/01,14:15:00,"	26","	7538"
12/1/01,14:15:00,"	28","	16374"
12/1/01,14:30:00,"	24","	1567"
12/1/01,14:30:00,"	26","	7530"
12/1/01,14:30:00,"	28","	16340"
12/1/01,14:45:00,"	24","	1553"
12/1/01,14:45:00,"	26","	7530"
12/1/01,14:45:00,"	28","	16298"
12/1/01,15:00:00,"	24","	1533"
12/1/01,15:00:00,"	26","	7535"
12/1/01,15:00:00,"	28","	16248"
12/1/01,15:15:00,"	24","	1502"
12/1/01,15:15:00,"	26","	7467"
12/1/01,15:15:00,"	28","	15994"
12/1/01,15:30:00,"	24","	1481"
12/1/01,15:30:00,"	26","	7484"
12/1/01,15:30:00,"	28","	15950"
12/1/01,15:45:00,"	24","	1462"
12/1/01,15:45:00,"	26","	7537"
12/1/01,15:45:00,"	28","	15925"
12/1/01,16:00:00,"	24","	1447"
12/1/01,16:00:00,"	26","	7628"
12/1/01,16:00:00,"	28","	15909"
12/1/01,16:15:00,"	24","	1396"
12/1/01,16:15:00,"	26","	7555"
12/1/01,16:15:00,"	28","	15849"
12/1/01,16:30:00,"	24","	1387"
12/1/01,16:30:00,"	26","	7594"
12/1/01,16:30:00,"	28","	15880"
12/1/01,16:45:00,"	24","	1406"
12/1/01,16:45:00,"	26","	7659"
12/1/01,16:45:00,"	28","	15956"
12/1/01,17:00:00,"	24","	1450"
12/1/01,17:00:00,"	26","	7757"
12/1/01,17:00:00,"	28","	16064"
12/1/01,17:15:00,"	24","	1530"
12/1/01,17:15:00,"	26","	8084"
12/1/01,17:15:00,"	28","	16362"
12/1/01,17:30:00,"	24","	1580"
12/1/01,17:30:00,"	26","	8219"
12/1/01,17:30:00,"	28","	16522"
12/1/01,17:45:00,"	24","	1646"
12/1/01,17:45:00,"	26","	8317"
12/1/01,17:45:00,"	28","	16694"
12/1/01,18:00:00,"	24","	1711"
12/1/01,18:00:00,"	26","	8383"
12/1/01,18:00:00,"	28","	16854"
12/1/01,18:15:00,"	24","	1822"
12/1/01,18:15:00,"	26","	8474"
12/1/01,18:15:00,"	28","	17389"
12/1/01,18:30:00,"	24","	1882"
12/1/01,18:30:00,"	26","	8518"
12/1/01,18:30:00,"	28","	17525"
12/1/01,18:45:00,"	24","	1903"
12/1/01,18:45:00,"	26","	8541"
12/1/01,18:45:00,"	28","	17592"
12/1/01,19:00:00,"	24","	1910"
12/1/01,19:00:00,"	26","	8540"
12/1/01,19:00:00,"	28","	17619"
12/1/01,19:15:00,"	24","	1915"
12/1/01,19:15:00,"	26","	8574"
12/1/01,19:15:00,"	28","	17657"
12/1/01,19:30:00,"	24","	1910"
12/1/01,19:30:00,"	26","	8553"
12/1/01,19:30:00,"	28","	17630"
12/1/01,19:45:00,"	24","	1882"
12/1/01,19:45:00,"	26","	8507"
12/1/01,19:45:00,"	28","	17605"
12/1/01,20:00:00,"	24","	1840"
12/1/01,20:00:00,"	26","	8440"
12/1/01,20:00:00,"	28","	17583"
12/1/01,20:15:00,"	24","	1770"
12/1/01,20:15:00,"	26","	8363"
12/1/01,20:15:00,"	28","	17455"
12/1/01,20:30:00,"	24","	1721"
12/1/01,20:30:00,"	26","	8301"
12/1/01,20:30:00,"	28","	17436"
12/1/01,20:45:00,"	24","	1676"
12/1/01,20:45:00,"	26","	8247"
12/1/01,20:45:00,"	28","	17425"
12/1/01,21:00:00,"	24","	1630"
12/1/01,21:00:00,"	26","	8190"
12/1/01,21:00:00,"	28","	17419"
12/1/01,21:15:00,"	24","	1516"
12/1/01,21:15:00,"	26","	8134"
12/1/01,21:15:00,"	28","	17302"
12/1/01,21:30:00,"	24","	1485"
12/1/01,21:30:00,"	26","	8080"
12/1/01,21:30:00,"	28","	17288"
12/1/01,21:45:00,"	24","	1506"
12/1/01,21:45:00,"	26","	8060"
12/1/01,21:45:00,"	28","	17228"
12/1/01,22:00:00,"	24","	1569"
12/1/01,22:00:00,"	26","	8068"
12/1/01,22:00:00,"	28","	17164"
12/1/01,22:15:00,"	24","	1796"
12/1/01,22:15:00,"	26","	6790"
12/1/01,22:15:00,"	28","	17207"
12/1/01,22:30:00,"	24","	1859"
12/1/01,22:30:00,"	26","	6795"
12/1/01,22:30:00,"	28","	17136"
12/1/01,22:45:00,"	24","	1821"
12/1/01,22:45:00,"	26","	6760"
12/1/01,22:45:00,"	28","	17128"
12/1/01,23:00:00,"	24","	1738"
12/1/01,23:00:00,"	26","	6680"
12/1/01,23:00:00,"	28","	17111"
12/1/01,23:15:00,"	24","	1739"
12/1/01,23:15:00,"	26","	6522"
12/1/01,23:15:00,"	28","	16146"
12/1/01,23:30:00,"	24","	1650"
12/1/01,23:30:00,"	26","	6450"
12/1/01,23:30:00,"	28","	16107"
12/1/01,23:45:00,"	24","	1581"
12/1/01,23:45:00,"	26","	6435"
12/1/01,23:45:00,"	28","	16061"
12/2/01,0:00:00,"	24","	1535"
12/2/01,0:00:00,"	26","	6472"
12/2/01,0:00:00,"	28","	16024"
12/2/01,0:15:00,"	24","	1955"
12/2/01,0:15:00,"	26","	6732"
12/2/01,0:15:00,"	28","	15250"
12/2/01,0:30:00,"	24","	1971"
12/2/01,0:30:00,"	26","	6726"
12/2/01,0:30:00,"	28","	15214"
12/2/01,0:45:00,"	24","	1972"
12/2/01,0:45:00,"	26","	6697"
12/2/01,0:45:00,"	28","	15164"
12/2/01,1:00:00,"	24","	1960"
12/2/01,1:00:00,"	26","	6646"
12/2/01,1:00:00,"	28","	15091"
12/2/01,1:15:00,"	24","	1930"
12/2/01,1:15:00,"	26","	6493"
12/2/01,1:15:00,"	28","	14592"
12/2/01,1:30:00,"	24","	1913"
12/2/01,1:30:00,"	26","	6421"
12/2/01,1:30:00,"	28","	14498"
12/2/01,1:45:00,"	24","	1870"
12/2/01,1:45:00,"	26","	6377"
12/2/01,1:45:00,"	28","	14481"
12/2/01,2:00:00,"	24","	1828"
12/2/01,2:00:00,"	26","	6362"
12/2/01,2:00:00,"	28","	14495"
12/2/01,2:15:00,"	24","	1724"
12/2/01,2:15:00,"	26","	6179"
12/2/01,2:15:00,"	28","	14201"
12/2/01,2:30:00,"	24","	1684"
12/2/01,2:30:00,"	26","	6109"
12/2/01,2:30:00,"	28","	14156"
12/2/01,2:45:00,"	24","	1678"
12/2/01,2:45:00,"	26","	6079"
12/2/01,2:45:00,"	28","	14103"
12/2/01,3:00:00,"	24","	1676"
12/2/01,3:00:00,"	26","	6088"
12/2/01,3:00:00,"	28","	14062"
12/2/01,3:15:00,"	24","	1680"
12/2/01,3:15:00,"	26","	5870"
12/2/01,3:15:00,"	28","	13752"
12/2/01,3:30:00,"	24","	1680"
12/2/01,3:30:00,"	26","	5806"
12/2/01,3:30:00,"	28","	13714"
12/2/01,3:45:00,"	24","	1680"
12/2/01,3:45:00,"	26","	5790"
12/2/01,3:45:00,"	28","	13705"
12/2/01,4:00:00,"	24","	1680"
12/2/01,4:00:00,"	26","	5824"
12/2/01,4:00:00,"	28","	13725"
12/2/01,4:15:00,"	24","	1652"
12/2/01,4:15:00,"	26","	5736"
12/2/01,4:15:00,"	28","	13887"
12/2/01,4:30:00,"	24","	1654"
12/2/01,4:30:00,"	26","	5748"
12/2/01,4:30:00,"	28","	13931"
12/2/01,4:45:00,"	24","	1680"
12/2/01,4:45:00,"	26","	5785"
12/2/01,4:45:00,"	28","	13967"
12/2/01,5:00:00,"	24","	1713"
12/2/01,5:00:00,"	26","	5852"
12/2/01,5:00:00,"	28","	14003"
12/2/01,5:15:00,"	24","	1820"
12/2/01,5:15:00,"	26","	6188"
12/2/01,5:15:00,"	28","	14050"
12/2/01,5:30:00,"	24","	1843"
12/2/01,5:30:00,"	26","	6276"
12/2/01,5:30:00,"	28","	14087"
12/2/01,5:45:00,"	24","	1824"
12/2/01,5:45:00,"	26","	6317"
12/2/01,5:45:00,"	28","	14132"
12/2/01,6:00:00,"	24","	1770"
12/2/01,6:00:00,"	26","	6313"
12/2/01,6:00:00,"	28","	14167"
12/2/01,6:15:00,"	24","	1586"
12/2/01,6:15:00,"	26","	7338"
12/2/01,6:15:00,"	28","	14150"
12/2/01,6:30:00,"	24","	1536"
12/2/01,6:30:00,"	26","	7314"
12/2/01,6:30:00,"	28","	14179"
12/2/01,6:45:00,"	24","	1537"
12/2/01,6:45:00,"	26","	7388"
12/2/01,6:45:00,"	28","	14209"
12/2/01,7:00:00,"	24","	1588"
12/2/01,7:00:00,"	26","	7560"
12/2/01,7:00:00,"	28","	14250"
12/2/01,7:15:00,"	24","	1731"
12/2/01,7:15:00,"	26","	7356"
12/2/01,7:15:00,"	28","	14485"
12/2/01,7:30:00,"	24","	1794"
12/2/01,7:30:00,"	26","	7368"
12/2/01,7:30:00,"	28","	14533"
12/2/01,7:45:00,"	24","	1844"
12/2/01,7:45:00,"	26","	7456"
12/2/01,7:45:00,"	28","	14612"
12/2/01,8:00:00,"	24","	1881"
12/2/01,8:00:00,"	26","	7629"
12/2/01,8:00:00,"	28","	14712"
12/2/01,8:15:00,"	24","	1910"
12/2/01,8:15:00,"	26","	7806"
12/2/01,8:15:00,"	28","	15025"
12/2/01,8:30:00,"	24","	1942"
12/2/01,8:30:00,"	26","	7931"
12/2/01,8:30:00,"	28","	15092"
12/2/01,8:45:00,"	24","	1960"
12/2/01,8:45:00,"	26","	8030"
12/2/01,8:45:00,"	28","	15141"
12/2/01,9:00:00,"	24","	1972"
12/2/01,9:00:00,"	26","	8101"
12/2/01,9:00:00,"	28","	15179"
12/2/01,9:15:00,"	24","	1993"
12/2/01,9:15:00,"	26","	7980"
12/2/01,9:15:00,"	28","	15274"
12/2/01,9:30:00,"	24","	2000"
12/2/01,9:30:00,"	26","	8044"
12/2/01,9:30:00,"	28","	15314"
12/2/01,9:45:00,"	24","	1987"
12/2/01,9:45:00,"	26","	8125"
12/2/01,9:45:00,"	28","	15357"
12/2/01,10:00:00,"	24","	1970"
12/2/01,10:00:00,"	26","	8212"
12/2/01,10:00:00,"	28","	15405"
12/2/01,10:15:00,"	24","	1628"
12/2/01,10:15:00,"	26","	7536"
12/2/01,10:15:00,"	28","	16176"
12/2/01,10:30:00,"	24","	1629"
12/2/01,10:30:00,"	26","	7664"
12/2/01,10:30:00,"	28","	16209"
12/2/01,10:45:00,"	24","	1627"
12/2/01,10:45:00,"	26","	7697"
12/2/01,10:45:00,"	28","	16229"
12/2/01,11:00:00,"	24","	1622"
12/2/01,11:00:00,"	26","	7701"
12/2/01,11:00:00,"	28","	16236"
12/2/01,11:15:00,"	24","	1592"
12/2/01,11:15:00,"	26","	7460"
12/2/01,11:15:00,"	28","	16521"
12/2/01,11:30:00,"	24","	1582"
12/2/01,11:30:00,"	26","	7467"
12/2/01,11:30:00,"	28","	16624"
12/2/01,11:45:00,"	24","	1581"
12/2/01,11:45:00,"	26","	7520"
12/2/01,11:45:00,"	28","	16677"
12/2/01,12:00:00,"	24","	1579"
12/2/01,12:00:00,"	26","	7618"
12/2/01,12:00:00,"	28","	16692"
12/2/01,12:15:00,"	24","	1593"
12/2/01,12:15:00,"	26","	7365"
12/2/01,12:15:00,"	28","	16653"
12/2/01,12:30:00,"	24","	1590"
12/2/01,12:30:00,"	26","	7341"
12/2/01,12:30:00,"	28","	16631"
12/2/01,12:45:00,"	24","	1579"
12/2/01,12:45:00,"	26","	7329"
12/2/01,12:45:00,"	28","	16620"
12/2/01,13:00:00,"	24","	1561"
12/2/01,13:00:00,"	26","	7335"
12/2/01,13:00:00,"	28","	16613"
12/2/01,13:15:00,"	24","	1515"
12/2/01,13:15:00,"	26","	7266"
12/2/01,13:15:00,"	28","	16605"
12/2/01,13:30:00,"	24","	1497"
12/2/01,13:30:00,"	26","	7273"
12/2/01,13:30:00,"	28","	16615"
12/2/01,13:45:00,"	24","	1477"
12/2/01,13:45:00,"	26","	7283"
12/2/01,13:45:00,"	28","	16619"
12/2/01,14:00:00,"	24","	1461"
12/2/01,14:00:00,"	26","	7290"
12/2/01,14:00:00,"	28","	16615"
12/2/01,14:15:00,"	24","	1448"
12/2/01,14:15:00,"	26","	7583"
12/2/01,14:15:00,"	28","	16575"
12/2/01,14:30:00,"	24","	1432"
12/2/01,14:30:00,"	26","	7685"
12/2/01,14:30:00,"	28","	16545"
12/2/01,14:45:00,"	24","	1418"
12/2/01,14:45:00,"	26","	7744"
12/2/01,14:45:00,"	28","	16510"
12/2/01,15:00:00,"	24","	1406"
12/2/01,15:00:00,"	26","	7753"
12/2/01,15:00:00,"	28","	16469"
12/2/01,15:15:00,"	24","	1378"
12/2/01,15:15:00,"	26","	7600"
12/2/01,15:15:00,"	28","	16327"
12/2/01,15:30:00,"	24","	1365"
12/2/01,15:30:00,"	26","	7596"
12/2/01,15:30:00,"	28","	16303"
12/2/01,15:45:00,"	24","	1364"
12/2/01,15:45:00,"	26","	7608"
12/2/01,15:45:00,"	28","	16287"
12/2/01,16:00:00,"	24","	1372"
12/2/01,16:00:00,"	26","	7633"
12/2/01,16:00:00,"	28","	16279"
12/2/01,16:15:00,"	24","	1367"
12/2/01,16:15:00,"	26","	7840"
12/2/01,16:15:00,"	28","	16281"
12/2/01,16:30:00,"	24","	1378"
12/2/01,16:30:00,"	26","	7909"
12/2/01,16:30:00,"	28","	16325"
12/2/01,16:45:00,"	24","	1407"
12/2/01,16:45:00,"	26","	7948"
12/2/01,16:45:00,"	28","	16431"
12/2/01,17:00:00,"	24","	1451"
12/2/01,17:00:00,"	26","	7959"
12/2/01,17:00:00,"	28","	16571"
12/2/01,17:15:00,"	24","	1521"
12/2/01,17:15:00,"	26","	7929"
12/2/01,17:15:00,"	28","	17006"
12/2/01,17:30:00,"	24","	1571"
12/2/01,17:30:00,"	26","	7937"
12/2/01,17:30:00,"	28","	17139"
12/2/01,17:45:00,"	24","	1639"
12/2/01,17:45:00,"	26","	7967"
12/2/01,17:45:00,"	28","	17242"
12/2/01,18:00:00,"	24","	1704"
12/2/01,18:00:00,"	26","	8022"
12/2/01,18:00:00,"	28","	17313"
12/2/01,18:15:00,"	24","	2624"
12/2/01,18:15:00,"	26","	14470"
12/2/01,18:15:00,"	28","	19480"
12/2/01,18:30:00,"	24","	2722"
12/2/01,18:30:00,"	26","	14618"
12/2/01,18:30:00,"	28","	19529"
12/2/01,18:45:00,"	24","	1900"
12/2/01,18:45:00,"	26","	8310"
12/2/01,18:45:00,"	28","	17730"
12/2/01,19:00:00,"	24","	1907"
12/2/01,19:00:00,"	26","	8308"
12/2/01,19:00:00,"	28","	17748"
12/2/01,19:15:00,"	24","	1908"
12/2/01,19:15:00,"	26","	8400"
12/2/01,19:15:00,"	28","	17777"
12/2/01,19:30:00,"	24","	1906"
12/2/01,19:30:00,"	26","	8404"
12/2/01,19:30:00,"	28","	17786"
12/2/01,19:45:00,"	24","	1894"
12/2/01,19:45:00,"	26","	8387"
12/2/01,19:45:00,"	28","	17801"
12/2/01,20:00:00,"	24","	1876"
12/2/01,20:00:00,"	26","	8347"
12/2/01,20:00:00,"	28","	17815"
12/2/01,20:15:00,"	24","	1876"
12/2/01,20:15:00,"	26","	8291"
12/2/01,20:15:00,"	28","	17930"
12/2/01,20:30:00,"	24","	1855"
12/2/01,20:30:00,"	26","	8249"
12/2/01,20:30:00,"	28","	17910"
12/2/01,20:45:00,"	24","	1824"
12/2/01,20:45:00,"	26","	8197"
12/2/01,20:45:00,"	28","	17860"
12/2/01,21:00:00,"	24","	1790"
12/2/01,21:00:00,"	26","	8126"
12/2/01,21:00:00,"	28","	17784"
12/2/01,21:15:00,"	24","	1420"
12/2/01,21:15:00,"	26","	8844"
12/2/01,21:15:00,"	28","	17293"
12/2/01,21:30:00,"	24","	1410"
12/2/01,21:30:00,"	26","	8972"
12/2/01,21:30:00,"	28","	17134"
12/2/01,21:45:00,"	24","	1427"
12/2/01,21:45:00,"	26","	9007"
12/2/01,21:45:00,"	28","	16979"
12/2/01,22:00:00,"	24","	1450"
12/2/01,22:00:00,"	26","	8949"
12/2/01,22:00:00,"	28","	16861"
12/2/01,22:15:00,"	24","	1539"
12/2/01,22:15:00,"	26","	7403"
12/2/01,22:15:00,"	28","	16821"
12/2/01,22:30:00,"	24","	1560"
12/2/01,22:30:00,"	26","	7315"
12/2/01,22:30:00,"	28","	16730"
12/2/01,22:45:00,"	24","	1508"
12/2/01,22:45:00,"	26","	7237"
12/2/01,22:45:00,"	28","	16649"
12/2/01,23:00:00,"	24","	1447"
12/2/01,23:00:00,"	26","	7163"
12/2/01,23:00:00,"	28","	16512"
12/2/01,23:15:00,"	24","	1543"
12/2/01,23:15:00,"	26","	7227"
12/2/01,23:15:00,"	28","	15560"
12/2/01,23:30:00,"	24","	1478"
12/2/01,23:30:00,"	26","	7178"
12/2/01,23:30:00,"	28","	15372"
12/2/01,23:45:00,"	24","	1418"
12/2/01,23:45:00,"	26","	7113"
12/2/01,23:45:00,"	28","	15183"
12/3/01,0:00:00,"	24","	1365"
12/3/01,0:00:00,"	26","	7028"
12/3/01,0:00:00,"	28","	15003"
12/3/01,0:15:00,"	24","	1333"
12/3/01,0:15:00,"	26","	6868"
12/3/01,0:15:00,"	28","	14449"
12/3/01,0:30:00,"	24","	1330"
12/3/01,0:30:00,"	26","	6807"
12/3/01,0:30:00,"	28","	14294"
12/3/01,0:45:00,"	24","	1327"
12/3/01,0:45:00,"	26","	6754"
12/3/01,0:45:00,"	28","	14211"
12/3/01,1:00:00,"	24","	1324"
12/3/01,1:00:00,"	26","	6715"
12/3/01,1:00:00,"	28","	14139"
12/3/01,1:15:00,"	24","	1316"
12/3/01,1:15:00,"	26","	6711"
12/3/01,1:15:00,"	28","	13743"
12/3/01,1:30:00,"	24","	1313"
12/3/01,1:30:00,"	26","	6677"
12/3/01,1:30:00,"	28","	13660"
12/3/01,1:45:00,"	24","	1313"
12/3/01,1:45:00,"	26","	6647"
12/3/01,1:45:00,"	28","	13603"
12/3/01,2:00:00,"	24","	1313"
12/3/01,2:00:00,"	26","	6620"
12/3/01,2:00:00,"	28","	13562"
12/3/01,2:15:00,"	24","	1312"
12/3/01,2:15:00,"	26","	6330"
12/3/01,2:15:00,"	28","	13303"
12/3/01,2:30:00,"	24","	1312"
12/3/01,2:30:00,"	26","	6261"
12/3/01,2:30:00,"	28","	13222"
12/3/01,2:45:00,"	24","	1311"
12/3/01,2:45:00,"	26","	6255"
12/3/01,2:45:00,"	28","	13176"
12/3/01,3:00:00,"	24","	1311"
12/3/01,3:00:00,"	26","	6315"
12/3/01,3:00:00,"	28","	13159"
12/3/01,3:15:00,"	24","	1296"
12/3/01,3:15:00,"	26","	6189"
12/3/01,3:15:00,"	28","	13212"
12/3/01,3:30:00,"	24","	1296"
12/3/01,3:30:00,"	26","	6178"
12/3/01,3:30:00,"	28","	13228"
12/3/01,3:45:00,"	24","	1298"
12/3/01,3:45:00,"	26","	6202"
12/3/01,3:45:00,"	28","	13268"
12/3/01,4:00:00,"	24","	1301"
12/3/01,4:00:00,"	26","	6263"
12/3/01,4:00:00,"	28","	13319"
12/3/01,4:15:00,"	24","	1290"
12/3/01,4:15:00,"	26","	6137"
12/3/01,4:15:00,"	28","	13463"
12/3/01,4:30:00,"	24","	1293"
12/3/01,4:30:00,"	26","	6145"
12/3/01,4:30:00,"	28","	13547"
12/3/01,4:45:00,"	24","	1308"
12/3/01,4:45:00,"	26","	6193"
12/3/01,4:45:00,"	28","	13701"
12/3/01,5:00:00,"	24","	1324"
12/3/01,5:00:00,"	26","	6277"
12/3/01,5:00:00,"	28","	13920"
12/3/01,5:15:00,"	24","	1333"
12/3/01,5:15:00,"	26","	6294"
12/3/01,5:15:00,"	28","	14462"
12/3/01,5:30:00,"	24","	1350"
12/3/01,5:30:00,"	26","	6346"
12/3/01,5:30:00,"	28","	14727"
12/3/01,5:45:00,"	24","	1365"
12/3/01,5:45:00,"	26","	6406"
12/3/01,5:45:00,"	28","	15065"
12/3/01,6:00:00,"	24","	1386"
12/3/01,6:00:00,"	26","	6469"
12/3/01,6:00:00,"	28","	15403"
12/3/01,6:15:00,"	24","	1642"
12/3/01,6:15:00,"	26","	8267"
12/3/01,6:15:00,"	28","	16101"
12/3/01,6:30:00,"	24","	1669"
12/3/01,6:30:00,"	26","	8398"
12/3/01,6:30:00,"	28","	16342"
12/3/01,6:45:00,"	24","	1712"
12/3/01,6:45:00,"	26","	8546"
12/3/01,6:45:00,"	28","	16691"
12/3/01,7:00:00,"	24","	1769"
12/3/01,7:00:00,"	26","	8705"
12/3/01,7:00:00,"	28","	17025"
12/3/01,7:15:00,"	24","	1869"
12/3/01,7:15:00,"	26","	8794"
12/3/01,7:15:00,"	28","	17482"
12/3/01,7:30:00,"	24","	1926"
12/3/01,7:30:00,"	26","	8823"
12/3/01,7:30:00,"	28","	17669"
12/3/01,7:45:00,"	24","	1961"
12/3/01,7:45:00,"	26","	8922"
12/3/01,7:45:00,"	28","	17766"
12/3/01,8:00:00,"	24","	1982"
12/3/01,8:00:00,"	26","	9094"
12/3/01,8:00:00,"	28","	17818"
12/3/01,8:15:00,"	24","	1963"
12/3/01,8:15:00,"	26","	8833"
12/3/01,8:15:00,"	28","	17971"
12/3/01,8:30:00,"	24","	1976"
12/3/01,8:30:00,"	26","	8833"
12/3/01,8:30:00,"	28","	18030"
12/3/01,8:45:00,"	24","	1988"
12/3/01,8:45:00,"	26","	8855"
12/3/01,8:45:00,"	28","	18084"
12/3/01,9:00:00,"	24","	2001"
12/3/01,9:00:00,"	26","	8896"
12/3/01,9:00:00,"	28","	18130"
12/3/01,9:15:00,"	24","	1998"
12/3/01,9:15:00,"	26","	9224"
12/3/01,9:15:00,"	28","	18206"
12/3/01,9:30:00,"	24","	2005"
12/3/01,9:30:00,"	26","	9359"
12/3/01,9:30:00,"	28","	18236"
12/3/01,9:45:00,"	24","	2000"
12/3/01,9:45:00,"	26","	9456"
12/3/01,9:45:00,"	28","	18289"
12/3/01,10:00:00,"	24","	1997"
12/3/01,10:00:00,"	26","	9508"
12/3/01,10:00:00,"	28","	18345"
12/3/01,10:15:00,"	24","	2081"
12/3/01,10:15:00,"	26","	9157"
12/3/01,10:15:00,"	28","	17996"
12/3/01,10:30:00,"	24","	2076"
12/3/01,10:30:00,"	26","	9172"
12/3/01,10:30:00,"	28","	17978"
12/3/01,10:45:00,"	24","	2081"
12/3/01,10:45:00,"	26","	9152"
12/3/01,10:45:00,"	28","	17986"
12/3/01,11:00:00,"	24","	2084"
12/3/01,11:00:00,"	26","	9153"
12/3/01,11:00:00,"	28","	18012"
12/3/01,11:15:00,"	24","	1984"
12/3/01,11:15:00,"	26","	9123"
12/3/01,11:15:00,"	28","	18194"
12/3/01,11:30:00,"	24","	1984"
12/3/01,11:30:00,"	26","	9132"
12/3/01,11:30:00,"	28","	18261"
12/3/01,11:45:00,"	24","	1983"
