day,hour,% difference
26,1,0.056163121
26,2,0.035384368
26,2,0.048917532
26,3,0.037185114
26,3,0.109773003
26,4,0.013500163
26,4,0.11567342
26,5,0.002627233
26,5,0.160191384
26,6,0.163404233
26,6,0.004035772
26,7,0.131788275
26,7,0.019291201
26,8,0.182742511
26,8,0.041145836
26,9,0.185405719
26,9,0.02021212
26,10,0.150772049
26,10,0.073685466
26,11,0.145183333
26,11,0.028832537
26,12,0.108648027
26,12,0.026804266
26,13,0.048824234
26,13,0.013714684
26,14,0.05853532
26,14,0.005152668
26,15,0.07543903
26,15,0.002244146
26,16,0.096507813
26,16,0.001579558
26,17,0.085376711
26,17,0.022710154
26,18,0.092759202
26,18,0.002070197
26,19,0.084887366
26,19,0.02279704
26,20,0.101055198
26,20,0.051150284
26,21,0.138275318
26,21,0.015454537
26,22,0.118417641
26,22,0.057207268
26,23,0.126249241
26,23,0.019285994
27,0,0.137438406
27,0,0.079402264
27,1,0.098095582
27,1,0.039943213
27,2,0.162063611
27,2,0.063277373
27,3,0.107856925
27,3,0.121939424
27,4,0.088608838
27,4,0.169491765
27,5,0.174753925
27,5,0.134699076
27,6,0.145499438
27,6,0.045923079
27,7,0.152823116
27,7,0.043242062
27,8,0.169897709
27,8,0.079225403
27,9,0.157692982
27,9,0.082497893
27,10,0.199305884
27,10,0.128747215
27,11,0.224329296
27,11,0.136179367
27,12,0.193618971
27,12,0.113927754
27,13,0.145279108
27,13,0.081504646
27,14,0.117642707
27,14,0.047672496
27,15,0.05452466
27,15,0.041027012
27,16,0.016861167
27,16,0.007874026
27,17,0.028541246
27,17,0.001677963
27,18,0.025372671
27,18,0.030966583
27,19,0.071514445
27,19,0.020860979
27,20,0.093744471
27,20,0.014140424
27,21,0.114751576
27,21,0.018546476
27,22,0.137715402
27,22,0.034444131
27,23,0.093478307
27,23,0.002614996
28,0,0.155674906
28,0,0.003959165
28,1,0.121549904
28,1,0.005534859
28,2,0.127904148
28,2,0.019131997
28,3,0.121388253
28,3,0.015254027
28,4,0.115045073
28,4,0.016483476
28,5,0.095749531
28,5,0.02398465
28,6,0.011827076
28,6,0.014138567
28,7,0.019607635
28,7,0.017948196
28,8,0.030698679
28,8,0.037169549
28,9,0.072807148
28,9,0.039507774
28,10,0.107300544
28,10,0.104748272
28,11,0.12907246
28,11,0.111058623
28,12,0.135498871
28,12,0.106673507
